HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.Rank1,Answer.Rank2,Answer.Rank3,Answer.optradio,Approve,Reject
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,37TD41K0AIF67LV7TW6VQ1E37P9CSD,A3DALEBH22IJ5X,Submitted,Tue Jul 18 22:07:46 PDT 2017,Tue Jul 18 22:08:43 PDT 2017,Tue Jul 25 22:08:43 PDT 2017,,,,57,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Anger,Sadness,Fear,on,x,
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,37WLF8U1WQWJ3L9YEWKQDFVJU9L6KY,A2V8LLZRTOP79S,Submitted,Tue Jul 18 22:06:46 PDT 2017,Tue Jul 18 22:08:26 PDT 2017,Tue Jul 25 22:08:26 PDT 2017,,,,100,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Neutral,Sadness,Anger,on,,All three emotion ranks were found to be inaccurate.
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3PB5A5BD0WCX5ZRK7F43L13MI3O7GV,A1T78AC3Z2WZW0,Submitted,Tue Jul 18 22:07:54 PDT 2017,Tue Jul 18 22:08:06 PDT 2017,Tue Jul 25 22:08:06 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Surprise,Anger,None,,,All three emotion ranks were found to be inaccurate.
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3PXX5PX6LY4JXKH7YWO9UHEF3Y1AB7,A198QA1OQBUJV1,Submitted,Tue Jul 18 21:59:33 PDT 2017,Tue Jul 18 22:00:21 PDT 2017,Tue Jul 25 22:00:21 PDT 2017,,,,48,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Fear,Disgust,Surprise,on,x,
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3S96KQ6I9NAHRDE0IS6WKCS7U8ZDT3,A3R6KO03P9QLNO,Submitted,Tue Jul 18 22:11:18 PDT 2017,Tue Jul 18 22:12:16 PDT 2017,Tue Jul 25 22:12:16 PDT 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Neutral,None,None,on,,All three emotion ranks were found to be inaccurate.
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3WAKVUDHUXMGAHSFRKTKPG4DRB27UU,A2N8SNKVU4M1MB,Submitted,Tue Jul 18 22:00:06 PDT 2017,Tue Jul 18 22:00:56 PDT 2017,Tue Jul 25 22:00:56 PDT 2017,,,,50,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Fear,Surprise,Sadness,on,x,
38LRF35D5L2WMETYY6LTNFXDHFG3UJ,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3WRFBPLXRBULE87JS7E8Y403EDNN3D,A13V13Y2DJGFT4,Submitted,Tue Jul 18 22:00:16 PDT 2017,Tue Jul 18 22:00:41 PDT 2017,Tue Jul 25 22:00:41 PDT 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),S062_001_00000017.jpg,Sadness,Fear,Disgust,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,32XVDSJFP03QB8Q0C6L32F6B39E2MI,AVD6HMIO1HLFI,Submitted,Tue Jul 18 22:08:10 PDT 2017,Tue Jul 18 22:08:39 PDT 2017,Tue Jul 25 22:08:39 PDT 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,Fear,Disgust,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3D4CH1LGEBZ1JIFDMC2NZXUSDTBG9F,A36JLQOX64JY2O,Submitted,Tue Jul 18 22:03:00 PDT 2017,Tue Jul 18 22:03:11 PDT 2017,Tue Jul 25 22:03:11 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,Fear,Happiness,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3GNCZX450JTL1EIHH16AP1J4K2HPA8,A2X7BE2FSPUKCK,Submitted,Tue Jul 18 22:08:38 PDT 2017,Tue Jul 18 22:09:42 PDT 2017,Tue Jul 25 22:09:42 PDT 2017,,,,64,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,Fear,Disgust,,,Confidence score was not indicated as required.
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3KWTYT08719Y4NR2UDMM09UYNEF5LK,A34MRQ1OP87XC6,Submitted,Tue Jul 18 22:08:29 PDT 2017,Tue Jul 18 22:08:52 PDT 2017,Tue Jul 25 22:08:52 PDT 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,Neutral,Fear,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3Q5ZZ9ZEVPL3PG7J0ODIV48S3EG58Y,A2FY943XQ73SFP,Submitted,Tue Jul 18 22:08:05 PDT 2017,Tue Jul 18 22:08:10 PDT 2017,Tue Jul 25 22:08:10 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Fear,None,None,on,,All three emotion ranks were found to be inaccurate.
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3U5NZHP4LS80B1QVN7G26N68XX7PHJ,A3FT9XM7FC0ANP,Submitted,Tue Jul 18 22:11:10 PDT 2017,Tue Jul 18 22:11:38 PDT 2017,Tue Jul 25 22:11:38 PDT 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,Fear,Disgust,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3U84XHCDIDJ0DT46V9UL3WZI2RR4ZW,AUJPYSYU7YL5,Submitted,Tue Jul 18 21:58:47 PDT 2017,Tue Jul 18 21:59:31 PDT 2017,Tue Jul 25 21:59:31 PDT 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Fear,Surprise,Neutral,,,Confidence score was not indicated as required.
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3WAKVUDHUXMGAHSFRKTKPG4DRB37UV,A2QG1N2LFV0VXW,Submitted,Tue Jul 18 22:08:52 PDT 2017,Tue Jul 18 22:09:12 PDT 2017,Tue Jul 25 22:09:12 PDT 2017,,,,20,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,None,None,on,x,
3SX4X51T80F1TU8MBZOUBHJU53KAO9,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3WT783CTPCN7QZE5IAK00C4331NCBC,A2S96ZZ70YFPSK,Submitted,Tue Jul 18 22:07:03 PDT 2017,Tue Jul 18 22:07:11 PDT 2017,Tue Jul 25 22:07:11 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),S117_001_00000014.jpg,Surprise,None,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,30BXRYBRP53QVANWZTUXYHE4QU9WHK,A2S96ZZ70YFPSK,Submitted,Tue Jul 18 22:06:12 PDT 2017,Tue Jul 18 22:06:22 PDT 2017,Tue Jul 25 22:06:22 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Surprise,None,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,324G5B4FB4E0UVGZTDF009G6BMZ70S,A18J7H2QA7UQIR,Submitted,Tue Jul 18 22:07:17 PDT 2017,Tue Jul 18 22:07:25 PDT 2017,Tue Jul 25 22:07:25 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Surprise,Disgust,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,35BLDD71I73Z76NLF5V8CMZVFBOZV3,A36JLQOX64JY2O,Submitted,Tue Jul 18 22:06:48 PDT 2017,Tue Jul 18 22:06:57 PDT 2017,Tue Jul 25 22:06:57 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Surprise,Fear,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3AAPLD8UCDNY3TJ24OPMBX75M0SHTG,A2FY943XQ73SFP,Submitted,Tue Jul 18 22:08:21 PDT 2017,Tue Jul 18 22:08:28 PDT 2017,Tue Jul 25 22:08:28 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Surprise,None,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3BEFOD78W7Z0EM5NGK4RVU39NNA4MG,ANBTNIM08969Z,Submitted,Tue Jul 18 22:07:02 PDT 2017,Tue Jul 18 22:07:26 PDT 2017,Tue Jul 25 22:07:26 PDT 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Surprise,None,None,on,x,
3HFWPF5AK9PG711U91QT8EFPWIV3S3,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3C8HJ7UOP80GHJTC1DUHPQGIOIDMZA,A2CXEAMWU2SFV3,Submitted,Tue Jul 18 22:08:26 PDT 2017,Tue Jul 18 22:08:58 PDT 2017,Tue Jul 25 22:08:58 PDT 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),S101_002_00000019.jpg,Anger,Sadness,None,,,All three emotion ranks were found to be inaccurate.
