image_url,crowdemotion1,crowdemotion2,crowdemotion3
S014_001_00000029.jpg,Surprise,Happiness,None
S014_001_00000029.jpg,Surprise,None,None
S014_001_00000029.jpg,Surprise,Fear,Neutral
S014_001_00000029.jpg,Surprise,Happiness,Neutral
S014_001_00000029.jpg,Surprise,Neutral,None
S014_001_00000029.jpg,Surprise,Fear,None
S014_002_00000016.jpg,Disgust,Sadness,None
S014_002_00000016.jpg,Sadness,None,None
S014_002_00000016.jpg,Sadness,Surprise,Anger
S014_002_00000016.jpg,Sadness,Disgust,Fear
S014_002_00000016.jpg,Sadness,None,None
S014_002_00000016.jpg,Sadness,Anger,Fear
S014_002_00000016.jpg,Sadness,None,None
S014_002_00000016.jpg,Sadness,None,None
S014_003_00000030.jpg,Anger,Disgust,Sadness
S014_003_00000030.jpg,Anger,Sadness,Disgust
S014_003_00000030.jpg,Anger,Disgust,Sadness
S014_003_00000030.jpg,Disgust,Anger,None
S014_003_00000030.jpg,Neutral,Anger,Sadness
S014_003_00000030.jpg,Sadness,Anger,None
S014_005_00000017.jpg,Happiness,Neutral,Surprise
S014_005_00000017.jpg,Happiness,None,None
S014_005_00000017.jpg,Happiness,Neutral,Surprise
S014_005_00000017.jpg,Happiness,Surprise,Neutral
S014_005_00000017.jpg,Happiness,Neutral,Surprise
S014_005_00000017.jpg,Happiness,None,None
S014_005_00000017.jpg,Happiness,Surprise,Neutral
S014_005_00000017.jpg,Happiness,None,None
S022_001_00000030.jpg,Surprise,Fear,Disgust
S022_001_00000030.jpg,Surprise,Fear,None
S022_001_00000030.jpg,Surprise,Sadness,Fear
S022_001_00000030.jpg,Disgust,Fear,Surprise
S022_001_00000030.jpg,Surprise,None,None
S022_001_00000030.jpg,Surprise,Happiness,Disgust
S022_001_00000030.jpg,Surprise,Fear,Sadness
S022_001_00000030.jpg,Surprise,None,None
S022_001_00000030.jpg,Surprise,Disgust,None
S022_005_00000032.jpg,Anger,Sadness,Disgust
S022_005_00000032.jpg,Anger,None,None
S022_005_00000032.jpg,Anger,Sadness,Fear
S022_005_00000032.jpg,Disgust,Anger,None
S022_005_00000032.jpg,Sadness,Anger,Disgust
S022_005_00000032.jpg,Sadness,Anger,None
S022_006_00000017.jpg,Disgust,Anger,Sadness
S022_006_00000017.jpg,Disgust,None,None
S022_006_00000017.jpg,Disgust,Anger,Sadness
S022_006_00000017.jpg,Disgust,None,None
S022_006_00000017.jpg,Disgust,None,None
S022_006_00000017.jpg,Anger,None,None
S022_006_00000017.jpg,Anger,Disgust,Surprise
S022_006_00000017.jpg,Disgust,Anger,None
S022_006_00000017.jpg,Anger,Disgust,Sadness
S026_001_00000015.jpg,Surprise,Fear,Disgust
S026_001_00000015.jpg,Surprise,Happiness,None
S026_001_00000015.jpg,Surprise,Fear,Disgust
S026_001_00000015.jpg,Surprise,None,None
S026_001_00000015.jpg,Fear,Surprise,None
S026_001_00000015.jpg,Surprise,None,None
S026_001_00000015.jpg,Surprise,None,None
S026_001_00000015.jpg,Surprise,Happiness,Fear
S026_001_00000015.jpg,Surprise,Disgust,None
S026_002_00000016.jpg,Surprise,None,None
S026_002_00000016.jpg,Sadness,Disgust,None
S026_002_00000016.jpg,Sadness,None,None
S026_002_00000016.jpg,Sadness,Disgust,None
S026_002_00000016.jpg,Disgust,None,None
S026_002_00000016.jpg,Anger,None,None
S026_002_00000016.jpg,Anger,Sadness,Fear
S026_002_00000016.jpg,Surprise,Fear,None
S026_002_00000016.jpg,Sadness,Anger,None
S026_003_00000015.jpg,Anger,Disgust,None
S026_003_00000015.jpg,Anger,Sadness,Disgust
S026_003_00000015.jpg,Anger,Disgust,None
S026_003_00000015.jpg,Anger,None,None
S026_003_00000015.jpg,Anger,Disgust,None
S026_003_00000015.jpg,Anger,Disgust,None
S026_003_00000015.jpg,Disgust,Anger,None
S026_003_00000015.jpg,Disgust,Anger,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Happiness,None,None
S026_006_00000013.jpg,Anger,Happiness,None
S028_001_00000024.jpg,Anger,Disgust,Surprise
S028_001_00000024.jpg,Anger,None,None
S028_001_00000024.jpg,Anger,Disgust,Surprise
S028_001_00000024.jpg,Anger,Disgust,Sadness
S028_001_00000024.jpg,Anger,Surprise,None
S028_001_00000024.jpg,Anger,Disgust,None
S028_001_00000024.jpg,Disgust,Anger,None
S028_001_00000024.jpg,Sadness,Anger,Neutral
S029_001_00000019.jpg,Anger,Disgust,Fear
S029_001_00000019.jpg,Disgust,Anger,Sadness
S029_001_00000019.jpg,Anger,Sadness,None
S029_001_00000019.jpg,Disgust,None,None
S029_001_00000019.jpg,Anger,Disgust,None
S029_001_00000019.jpg,Anger,None,None
S029_001_00000019.jpg,Anger,Disgust,Sadness
S029_001_00000019.jpg,Anger,Disgust,None
S029_001_00000019.jpg,Sadness,Disgust,None
S032_001_00000022.jpg,Surprise,None,None
S032_001_00000022.jpg,Surprise,Disgust,Fear
S032_001_00000022.jpg,Surprise,None,None
S032_001_00000022.jpg,Surprise,None,None
S032_001_00000022.jpg,Surprise,Disgust,None
S032_001_00000022.jpg,Surprise,Fear,None
S032_001_00000022.jpg,Fear,Surprise,Anger
S032_001_00000022.jpg,Surprise,Fear,None
S032_001_00000022.jpg,Surprise,Fear,None
S032_003_00000017.jpg,Anger,None,None
S032_003_00000017.jpg,Disgust,Anger,None
S032_003_00000017.jpg,Anger,Sadness,Disgust
S032_003_00000017.jpg,Anger,None,None
S032_003_00000017.jpg,Anger,Disgust,None
S032_003_00000017.jpg,Anger,Fear,None
S032_003_00000017.jpg,Anger,Disgust,Fear
S032_003_00000017.jpg,Anger,Sadness,None
S032_003_00000017.jpg,Anger,Disgust,None
S032_004_00000014.jpg,Disgust,None,None
S032_004_00000014.jpg,Anger,Fear,Surprise
S032_004_00000014.jpg,Disgust,Fear,Anger
S032_004_00000014.jpg,Anger,Disgust,Surprise
S032_004_00000014.jpg,Fear,Disgust,None
S032_004_00000014.jpg,Disgust,None,None
S032_004_00000014.jpg,Disgust,Sadness,Anger
S032_004_00000014.jpg,Disgust,Sadness,Fear
S032_004_00000014.jpg,Disgust,None,None
S032_005_00000016.jpg,Disgust,Anger,None
S032_005_00000016.jpg,Disgust,Anger,Fear
S032_005_00000016.jpg,Disgust,None,None
S032_005_00000016.jpg,Disgust,Sadness,Anger
S032_005_00000016.jpg,Disgust,Sadness,None
S032_005_00000016.jpg,Disgust,Anger,None
S032_005_00000016.jpg,Disgust,Anger,None
S032_005_00000016.jpg,Disgust,None,None
S032_005_00000016.jpg,Anger,Disgust,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,Surprise,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,None,None
S032_006_00000016.jpg,Happiness,Surprise,Fear
S032_006_00000016.jpg,Happiness,None,None
S034_001_00000029.jpg,Fear,Surprise,None
S034_001_00000029.jpg,Happiness,None,None
S034_001_00000029.jpg,Surprise,Fear,None
S034_001_00000029.jpg,Surprise,None,None
S034_001_00000029.jpg,Surprise,None,None
S034_001_00000029.jpg,Happiness,Fear,Sadness
S034_001_00000029.jpg,Surprise,None,None
S034_001_00000029.jpg,Disgust,Surprise,Anger
S034_001_00000029.jpg,Surprise,Disgust,Fear
S034_003_00000027.jpg,Anger,Disgust,None
S034_003_00000027.jpg,Anger,Sadness,Disgust
S034_003_00000027.jpg,Anger,Disgust,None
S034_003_00000027.jpg,Anger,Disgust,Surprise
S034_003_00000027.jpg,Anger,Sadness,None
S034_003_00000027.jpg,Anger,None,None
S034_003_00000027.jpg,Anger,Disgust,Sadness
S034_005_00000010.jpg,Happiness,Surprise,None
S034_005_00000010.jpg,Happiness,None,None
S034_005_00000010.jpg,Happiness,Surprise,None
S034_005_00000010.jpg,Happiness,None,None
S034_005_00000010.jpg,Happiness,None,None
S034_005_00000010.jpg,Happiness,Surprise,None
S034_005_00000010.jpg,Happiness,None,None
S034_005_00000010.jpg,Happiness,None,None
S034_005_00000010.jpg,Happiness,None,None
S035_001_00000015.jpg,Surprise,None,None
S035_001_00000015.jpg,Surprise,Happiness,None
S035_001_00000015.jpg,Surprise,Anger,None
S035_001_00000015.jpg,Fear,Surprise,None
S035_001_00000015.jpg,Surprise,Fear,Sadness
S035_001_00000015.jpg,Surprise,Fear,None
S035_001_00000015.jpg,Surprise,None,None
S035_001_00000015.jpg,Anger,Surprise,None
S035_001_00000015.jpg,Fear,Surprise,None
S035_005_00000019.jpg,Disgust,Sadness,None
S035_005_00000019.jpg,Disgust,Anger,None
S035_005_00000019.jpg,Disgust,None,None
S035_005_00000019.jpg,Disgust,None,None
S035_005_00000019.jpg,Disgust,Anger,None
S035_005_00000019.jpg,Disgust,Sadness,Fear
S035_005_00000019.jpg,Neutral,Disgust,Sadness
S035_005_00000019.jpg,Neutral,Sadness,Disgust
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,Surprise,None
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,None,None
S035_006_00000018.jpg,Happiness,Surprise,Disgust
S035_006_00000018.jpg,Happiness,None,None
S037_001_00000020.jpg,Surprise,Happiness,None
S037_001_00000020.jpg,Surprise,Fear,None
S037_001_00000020.jpg,Surprise,Happiness,Disgust
S037_001_00000020.jpg,Surprise,Happiness,None
S037_001_00000020.jpg,Surprise,None,None
S037_001_00000020.jpg,Surprise,Fear,None
S037_001_00000020.jpg,Surprise,Happiness,None
S037_001_00000020.jpg,Surprise,Fear,None
S037_001_00000020.jpg,Surprise,None,None
S037_003_00000022.jpg,Anger,Sadness,Fear
S037_003_00000022.jpg,Anger,Disgust,Surprise
S037_003_00000022.jpg,Anger,None,None
S037_003_00000022.jpg,Anger,Disgust,Sadness
S037_003_00000022.jpg,Anger,Disgust,None
S037_003_00000022.jpg,Disgust,Anger,Sadness
S037_003_00000022.jpg,Anger,None,None
S037_003_00000022.jpg,Disgust,None,None
S037_003_00000022.jpg,Disgust,None,None
S037_006_00000021.jpg,Happiness,Neutral,Surprise
S037_006_00000021.jpg,Happiness,None,None
S037_006_00000021.jpg,Happiness,Neutral,None
S037_006_00000021.jpg,Happiness,Surprise,Neutral
S037_006_00000021.jpg,Happiness,Surprise,None
S037_006_00000021.jpg,Happiness,None,None
S037_006_00000021.jpg,Happiness,Surprise,Neutral
S037_006_00000021.jpg,Happiness,None,None
S042_001_00000019.jpg,Anger,None,None
S042_001_00000019.jpg,Surprise,Anger,Fear
S042_001_00000019.jpg,Fear,Sadness,None
S042_001_00000019.jpg,Anger,Surprise,Happiness
S042_001_00000019.jpg,Fear,Surprise,Disgust
S042_001_00000019.jpg,Surprise,Fear,None
S042_001_00000019.jpg,Surprise,None,None
S042_001_00000019.jpg,Surprise,None,None
S042_001_00000019.jpg,Anger,Fear,Surprise
S042_002_00000016.jpg,Disgust,None,None
S042_002_00000016.jpg,Sadness,Disgust,Anger
S042_002_00000016.jpg,Sadness,Disgust,Anger
S042_002_00000016.jpg,Sadness,Anger,Disgust
S042_002_00000016.jpg,Sadness,None,None
S042_002_00000016.jpg,Sadness,Anger,None
S042_002_00000016.jpg,Sadness,None,None
S042_002_00000016.jpg,Disgust,Anger,Fear
S042_002_00000016.jpg,Sadness,None,None
S042_004_00000020.jpg,Anger,None,None
S042_004_00000020.jpg,Disgust,Anger,Sadness
S042_004_00000020.jpg,Anger,Disgust,None
S042_004_00000020.jpg,Anger,Disgust,None
S042_004_00000020.jpg,Disgust,None,None
S042_004_00000020.jpg,Disgust,None,None
S042_004_00000020.jpg,Disgust,None,None
S042_004_00000020.jpg,Anger,Disgust,Sadness
S042_004_00000020.jpg,Anger,Disgust,Sadness
S042_006_00000017.jpg,Happiness,Neutral,Surprise
S042_006_00000017.jpg,Happiness,Sadness,Neutral
S042_006_00000017.jpg,Happiness,None,None
S042_006_00000017.jpg,Happiness,Surprise,Neutral
S042_006_00000017.jpg,Happiness,Surprise,Neutral
S042_006_00000017.jpg,Happiness,Fear,Neutral
S042_006_00000017.jpg,Happiness,None,None
S042_006_00000017.jpg,Happiness,Surprise,None
S042_006_00000017.jpg,Happiness,Surprise,Neutral
S044_001_00000024.jpg,Neutral,Surprise,Happiness
S044_001_00000024.jpg,Surprise,Anger,Fear
S044_001_00000024.jpg,Surprise,None,None
S044_001_00000024.jpg,Surprise,Fear,None
S044_001_00000024.jpg,Surprise,None,None
S044_001_00000024.jpg,Surprise,Neutral,None
S044_001_00000024.jpg,Surprise,None,None
S044_003_00000014.jpg,Happiness,Surprise,None
S044_003_00000014.jpg,Happiness,None,None
